,id,assetcode,windowtimestamp,datatype,systemversion,mentions,buzz,sentiment,negative,positive,optimism,pessimism,joy,lovehate,trust,anger,disagreement,fear,gloom,stress,violence,surprise,timeurgency,uncertainty,emotionvsfact,shortvslongterm,marketrisk,longshort,longshortforecast,pricedirection,pricedown,priceforecast,priceup,pricemomentum,topvsbottom,overvaluedvsundervalued,volatility,adoption,adoptionforecast,anonymity,attack,codesentiment,codeupgrade,criminalactivity,developersentiment,fomo,fork,forkforecast,hodl,innovation,litigation,majorityattack,noobs,regulatorycrackdown,regulatoryissues,scam,transactionspeed,vulnerability,partnership,futurevspast,windowtimestamp1,windowtimestamp2,date,close,r_BTC_USD,R_BTC_USD,volume_BTC_USD
363,mp:2015-09-15_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-09-15T19:30:00.000Z,News_Social,MP:4.0.0,1203,2792.0,0.022744,0.20755699,0.23030099,0.061783999,0.039935999,0.006626,0.001254,0.002507,0.008238,0.038860999,0.005193,0.010566,0.043159001,0.008596,0.001612,0.015759001,0.036533002,0.42353201,0.008417,0.028653,0.004477,-0.002865,0.027758,0.009491,0.008596,0.037248999,0.001362817,-0.000358,-0.000358,0.021848001,0.009312,0.001433,0.004835,0.001791,0.000895,0.003223,0.005731,-0.000179,0.000375107,0.004835,0.001074,0.001475236,0.008596,0.008775001,0.000209797,0.000504439,0.000358,0.013789,0.002507,0.000179,0.000179,0.004656,-0.15899,9/15/2015,19:30:00.000Z,15-Sep-15,230.304001,-0.001475204,-0.001474116,19177800.0
364,mp:2015-09-16_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-09-16T19:30:00.000Z,News_Social,MP:4.0.0,1107,2500.25,0.098590001,0.19818,0.29677001,0.072792999,0.028997,0.005199,0.0044,0.014999,0.011599,0.040996,0.0046,0.017797999,0.044996001,0.014399,0.0014,0.0006,0.023118,0.49535,0.011599,0.029997,-0.003,-0.0008,0.0048,0.009999,0.0026,0.014799,-0.0002,-0.009399,-0.00019983,0.011499,0.010999,0.0036,0.0036,0.0022,0.002,0.0004,0.006399,-0.0008,0.000375107,0.0004,0.000454451,0.001475236,0.007599,0.0048,0.000209797,0.0012,0.002,0.007399,0.002,0.000407513,0.0014,0.0012,-0.181242,9/16/2015,19:30:00.000Z,16-Sep-15,229.091003,-0.005280862,-0.005266943,20144200.0
365,mp:2015-09-17_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-09-17T19:30:00.000Z,News_Social,MP:4.0.0,1202,2858.3,0.004198,0.237904,0.242102,0.048455,0.041108001,0.006123,0.005073,0.003324,0.008397,0.022740999,0.003499,0.015044,0.040933002,0.009446,0.002274,0.016968001,0.021446001,0.360984,0.007872,0.014869,0.000175,-0.003149,0.007347,0.016968001,0.002274,0.024315,0.000175,-0.001399,0.00105,0.01242,0.015744001,0.003674,0.001399,0.010321,0.003324,0.0007,0.018018,-0.00035,0.000375107,0.001434371,0.000454451,0.001475236,0.009271,0.005773,0.000209797,0.000504439,0.003149,0.015219,0.005248,0.0007,0.00035,0.001399,-0.23874301,9/17/2015,19:30:00.000Z,17-Sep-15,229.809998,0.003133554,0.003138469,18935400.0
366,mp:2015-09-18_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-09-18T19:30:00.000Z,News_Social,MP:4.0.0,1527,4901.2998,0.036215,0.199845,0.23605999,0.030400001,0.047334,0.012446,0.011324,0.006835,0.004999,0.019587001,0.00255,0.012242,0.029991999,0.013058,0.002244,0.020403,0.012303,0.27509001,0.004999,0.010303,-0.005101,0.000204,0.015608,0.01214,0.002448,0.027748,0.000102,-0.002652,-0.00019983,0.014486,0.009997,0.004081,0.001428,0.005509,0.002856,0.00102,0.010609,-0.000204,0.000375107,-0.000204,0.000454451,0.001475236,0.010405,0.000816,0.000209797,0.000504439,0.007753,0.078653,0.00255,0.003264,0.002346,0.002856,-0.21987,9/18/2015,19:30:00.000Z,18-Sep-15,232.975006,0.013678306,0.013772282,20242200.0
367,mp:2015-09-19_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-09-19T19:30:00.000Z,News_Social,MP:4.0.0,964,1801.3,0.017209999,0.21706501,0.234275,0.058014002,0.057735998,0.007217,0.006107,0.005829,0.003886,0.033309001,0.004996,0.016931999,0.046633001,0.008605,0.004719,0.009715,0.037639,0.468995,0.020540999,0.007772,-0.001388,-0.002221,0.013324,0.015822001,-0.000833,0.029146001,-0.000278,-0.001665,-0.00019983,0.013601,0.007772,0.002221,0.001665,0.000555,-0.002776,0.000555,0.00111,0.00111,0.000375107,0.003331,0.002776,0.001475236,0.008882,0.001665,0.000209797,0.000504439,0.006662,0.041081,0.00111,0.000407513,0.000830972,0.000555,-0.103203,9/19/2015,19:30:00.000Z,19-Sep-15,231.492996,-0.006381559,-0.006361241,12712600.0
368,mp:2015-09-20_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-09-20T19:30:00.000Z,News_Social,MP:4.0.0,1008,1394.0,0.107604,0.17898101,0.286585,0.045910999,0.039096002,0.00538,0.004304,0.011836,0.007532,0.027618,0.004304,0.009684,0.035868,0.007532,0.002869,0.025824999,0.013271,0.370875,0.011478,0.031564001,0.002869,-0.005739,0.027977001,0.004663,0.007174,0.032639999,0.000359,0.002152,-0.00019983,0.007891,0.01076,0.001859903,0.002869,0.001076,0.009684,0.001580883,0.001076,-0.001435,0.000375107,0.000717,0.000454451,0.001475236,0.00538,0.001520053,0.000209797,0.000504439,0.002152,0.039455,0.000717,0.001435,0.001435,0.003587,-0.157819,9/20/2015,19:30:00.000Z,20-Sep-15,231.212006,-0.001214554,-0.001213817,14444700.0
369,mp:2015-09-21_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-09-21T19:30:00.000Z,News_Social,MP:4.0.0,1961,2728.3999,-0.037385002,0.23695201,0.199568,0.054793999,0.042149,0.002199,0.003848,0.002199,0.005681,0.026388999,0.002566,0.017959001,0.042881999,0.013195,0.002566,0.012645,0.030200999,0.34001601,0.010079,0.019424999,-0.007147,-0.004215,0.007697,0.017409001,0.002566,0.025106,0.000733,0.000916,0.000916,0.017775999,0.013378,0.0011,0.001833,0.00898,0.00055,0.000733,0.013195,0.000198018,0.000375107,0.001434371,0.000454451,0.001475236,0.002382,0.000916,0.000209797,0.0011,0.005864,0.030421,0.005681,0.00055,0.000367,0.002199,-0.18201099,9/21/2015,19:30:00.000Z,21-Sep-15,227.085007,-0.018010637,-0.017849416,19678800.0
370,mp:2015-09-22_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-09-22T19:30:00.000Z,News_Social,MP:4.0.0,1750,5847.3999,-0.069433004,0.25609699,0.186664,0.049424,0.027790001,0.004104,0.001796,-0.068406001,0.010346,0.025054,0.00171,0.021633999,0.042327002,0.016759999,0.002736,0.003164,0.010996,0.327479,0.006071,0.015819,-0.005473,-0.000513,0.009406,0.012228,-0.000428,0.021633999,0.001026,0.00077,0.000342,0.010432,0.007354,0.001112,0.000513,0.002052,0.002736,0.001026,0.009577,0.001625,0.000375107,0.000171,0.000454451,0.001475236,0.004275,0.040787,8.6e-05,8.6e-05,0.002223,0.024027999,0.019324999,0.000171,0.000342,0.000513,-0.264229,9/22/2015,19:30:00.000Z,22-Sep-15,230.617996,0.015438217,0.015558002,25009300.0
371,mp:2015-09-23_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-09-23T19:30:00.000Z,News_Social,MP:4.0.0,1316,3140.8,0.062086001,0.202655,0.264741,0.038206998,0.044893,0.011303,0.004617,0.013213,0.003661,0.026426001,0.007641,0.013691,0.044574998,0.009393,0.005253,0.015760001,0.016493,0.39238399,0.012099,0.015760001,-0.001433,0.002547,0.014487,0.013532,0.001751,0.028018,0.001114,0.002229,0.001114,0.010029,0.016396999,0.005094,0.003025,0.001751,0.001592,0.001433,0.004776,-0.001114,0.000375107,0.001274,0.000637,0.001475236,0.006527,0.002229,0.000318,0.000504439,0.001274,0.014964,0.001114,0.000318,0.000318,0.00191,-0.244396,9/23/2015,19:30:00.000Z,23-Sep-15,230.283005,-0.001453636,-0.00145258,17254100.0
372,mp:2015-09-24_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-09-24T19:30:00.000Z,News_Social,MP:4.0.0,1218,2951.7,0.078091003,0.189721,0.26781201,0.064030997,0.045058999,0.004404,0.009147,0.004574,0.005759,0.033201002,0.004065,0.021682,0.041671,0.009994,0.003896,0.006945,0.029508,0.432937,0.005759,0.030322,-0.004235,-0.003896,0.012366,0.014229,-0.000678,0.026595,0.002372,-0.005421,0.000508,0.020497,0.009317,0.001863,0.002202,0.002033,0.001355,0.001016,0.004743,0.001694,0.000375107,0.003049,0.000454451,0.001475236,0.003557,0.001016,0.000209797,0.000339,0.001016,0.016262,0.001016,0.000678,0.000678,0.000678,-0.109869,9/24/2015,19:30:00.000Z,24-Sep-15,234.529007,0.018270269,0.01843819,25097800.0
373,mp:2015-09-25_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-09-25T19:30:00.000Z,News_Social,MP:4.0.0,1332,2807.95,0.065884002,0.209049,0.27493399,0.078704998,0.042557999,0.005876,0.002671,-0.008547,0.004986,0.022792,0.000356,0.01104,0.036502998,0.006588,0.00641,0.018696999,0.031161999,0.40994301,0.006588,0.047899999,-0.004274,-0.001959,0.021546001,0.016559999,0.004274,0.038105998,0.003383,0.001068,-0.000712,0.015225,0.010328,0.001068,0.000712,0.002849,-0.002849,0.002849,0.00463,0.001425,0.000375107,0.000712,0.000712,0.001475236,0.002493,0.007301,0.000209797,0.000712,0.001068,0.010684,0.004808,0.000407513,0.000356,0.005698,-0.16084699,9/25/2015,19:30:00.000Z,25-Sep-15,235.143997,0.002618802,0.002622234,22363600.0
374,mp:2015-09-26_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-09-26T19:30:00.000Z,News_Social,MP:4.0.0,1029,1759.75,-0.086092003,0.286973,0.200881,0.030401999,0.063929997,0.005683,-0.000568,-0.000568,0.007956,0.034947999,0.003694,0.017047999,0.050007001,0.015627,0.002841,0.004262,0.032334,0.36746699,0.017899999,-0.011081,-0.006251,-0.005398,0.007103,0.017047999,0.001705,0.024150999,0.002273,0.005114,0.000284,0.019179,0.012218,0.002841,0.001705,0.005683,0.000756285,0.001137,0.01307,0.000198018,0.000375107,0.001434371,0.000454451,0.001475236,0.00341,0.003978,0.000209797,0.000504439,0.002841,0.017047999,0.00341,0.000407513,0.001421,0.000568,-0.17550801,9/26/2015,19:30:00.000Z,26-Sep-15,234.339996,-0.003425045,-0.003419186,13724100.0
375,mp:2015-09-27_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-09-27T19:30:00.000Z,News_Social,MP:4.0.0,925,1180.1,0.083467998,0.199136,0.282603,0.055504002,0.040251002,0.008474,0.003312127,0.022032,0.009745,0.020761,0.004237,0.023303,0.053385001,0.003813,0.002542,0.01144,0.019405,0.44987699,0.004237,0.013558,0.001695,-0.000847,0.012287,0.014829,0.001695,0.027116001,0.002542,-0.006779,-0.00019983,0.013134,0.022032,0.002966,0.002542,0.000847,0.005084,0.00339,0.001695,0.000847,0.000375107,0.000847,0.000847,0.001475236,0.008474,0.001695,-0.000424,0.000504439,0.001616718,-0.000424,-0.000424,0.001695,0.000847,0.000847,-0.099229001,9/27/2015,19:30:00.000Z,27-Sep-15,232.757004,-0.006778027,-0.006755108,14179900.0
376,mp:2015-09-28_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-09-28T19:30:00.000Z,News_Social,MP:4.0.0,1040,1785.7,0.080081001,0.21280199,0.292882,0.063000999,0.04284,0.00672,0.00168,0.01036,0.0084,0.0126,0.0056,0.018200001,0.032480001,0.0014,0.00532,0.00952,0.008792,0.37391499,0.01204,0.02352,0.00616,0.00392,0.01064,0.02492,0.00616,0.035560001,0.00056,0.00112,-0.00019983,0.014,0.0126,0.00336,0.00224,0.00168,0.00112,0.00112,0.00224,0.00112,0.000375107,0.001434371,0.000454451,0.001475236,0.0056,0.00448,0.000209797,0.00056,0.00168,0.0084,0.00252,0.000407513,0.000830972,0.00056,-0.23257001,9/28/2015,19:30:00.000Z,28-Sep-15,239.141998,0.027062502,0.027432017,24713000.0
377,mp:2015-09-29_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-09-29T19:30:00.000Z,News_Social,MP:4.0.0,1249,3083.2,0.039083,0.23579399,0.27487701,0.047352999,0.035677001,0.006811,0.00373,0.024812,0.004541,0.041028999,0.001297,0.023027999,0.036649998,0.008757,0.000324,0.001784,0.016736001,0.425208,0.005352,0.023027999,0.005676,0.002595,-0.003568,0.025297999,0.00373,0.021731,-0.000973,-0.007135,-0.001297,0.010379,0.017839,0.001784,0.006,0.000649,0.001946,0.001580883,0.004865,0.001622,0.000375107,0.002433,0.001135,0.000324,0.01492,0.002433,0.000209797,0.000504439,0.006162,0.012325,0.001946,0.000407513,0.001297,0.002595,-0.25844899,9/29/2015,19:30:00.000Z,29-Sep-15,236.686996,-0.010318933,-0.010265876,22691300.0
378,mp:2015-09-30_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-09-30T19:30:00.000Z,News_Social,MP:4.0.0,1201,2443.0,0.113795,0.204052,0.31784701,0.036226001,0.026196999,0.004093,0.002251,0.007368,0.006549,0.032133002,0.002865,0.017601,0.035202999,0.012075,0.004093,0.021284999,0.022309,0.403602,0.009005,0.025379,0.013099,0.002047,0.007777,0.015145,0.001023,0.022923,0.000409,-0.002251,-0.00019983,0.011052,0.017601,0.002047,0.001637,0.004707,0.003684,0.001580883,0.010029,0.003275,0.000375107,0.000819,0.000454451,0.001475236,0.015964,0.001228,0.000209797,0.000409,0.000819,0.004093,0.001228,0.000407513,0.001228,0.000613939,-0.24457601,9/30/2015,19:30:00.000Z,30-Sep-15,236.059998,-0.002652575,-0.00264906,19743500.0
379,mp:2015-10-01_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-10-01T19:30:00.000Z,News_Social,MP:4.0.0,1224,3119.8,-0.033335,0.255465,0.22213,0.043272,0.038463999,0.009295,0.004487,-0.00625,0.010578,0.041669,0.003686,0.020995,0.045355,0.014103,0.002564,0.028527001,0.010834,0.45297799,0.021795999,0.021155,0.001923,0.000962,0.016347,0.013462,0.000321,0.02981,0.002083,-0.002885,-0.000321,0.008174,0.008174,0.001282,0.005609,0.001603,0.002404,0.000641,0.009937001,-0.000641,0.000321,0.00016,0.000454451,0.000321,0.004808,0.001282,-0.00016,0.000504439,0.004327,0.01218,0.001923,0.000321,0.000830972,0.001282,-0.226713,10/1/2015,19:30:00.000Z,1-Oct-15,237.548996,0.0062879,0.00630771,20488800.0
380,mp:2015-10-02_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-10-02T19:30:00.000Z,News_Social,MP:4.0.0,1130,2308.7,0.038982999,0.23064899,0.26963201,0.047212999,0.051977001,0.008013,0.003898,0.016892999,0.004548,0.023173001,0.013644,0.019058,0.035951,0.009096,0.004548,0.023173001,0.040932,0.441071,-0.000217,0.009529,-0.002166,0.001299,0.022740001,0.014943,0.003465,0.037684001,0.001949,-0.00065,-0.00019983,0.009529,0.012778,0.002166,0.002815,0.004331,0.005631,0.000866,0.014077,-0.001299,0.000375107,0.001434371,0.000454451,0.001475236,0.007363,0.001083,0.000866,0.000433,0.002815,0.011045,0.002599,0.000433,0.001299,0.001299,-0.180145,10/2/2015,19:30:00.000Z,2-Oct-15,237.292999,-0.001078241,-0.00107766,19677900.0
381,mp:2015-10-03_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-10-03T19:30:00.000Z,News_Social,MP:4.0.0,982,1492.85,0.043205999,0.210336,0.25354201,0.036171999,0.058278002,0.005359,0.002345,0.014737,0.007703,0.017081,0.003349,0.025455,0.038516998,0.007703,0.003349,0.002679,0.047828,0.44438499,0.006364,0.016745999,-0.00134,0.00134,0.02244,0.012057,0.005024,0.034497999,-0.00134,0.000335,-0.00019983,0.008206,0.010383,0.00067,0.001895775,0.00201,-0.000335,0.00067,0.010048,0.00067,0.000375107,0.001434371,0.000454451,0.001475236,0.014067,0.001520053,0.000209797,0.00067,0.00134,0.012727,0.004689,0.000407513,0.00067,0.000613939,-0.112871,10/3/2015,19:30:00.000Z,3-Oct-15,238.729996,0.006037529,0.006055792,16482700.0
382,mp:2015-10-04_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-10-04T19:30:00.000Z,News_Social,MP:4.0.0,1162,2734.25,-0.101673,0.27612701,0.174454,0.032001,0.014812,0.004389,-0.000183,0.0064,0.009509,0.047727998,0.012801,0.015726,0.052482001,0.016092001,0.001646,-0.003292,0.037780002,0.37728801,0.006949,0.00128,0.004206,0.003657,0.003109,0.020298,0.00384,0.023406999,0.00128,-0.00512,-0.000366,0.013989,0.015908999,0.001097,0.000731,0.001829,0.000366,0.000366,0.011338,-0.000366,0.000375107,0.000366,0.000454451,0.000366,0.003657,0.000366,0.001097,0.000504439,0.000366,0.012069,0.000914,0.0064,0.000731,0.000613939,-0.250745,10/4/2015,19:30:00.000Z,4-Oct-15,238.259003,-0.00197486,-0.001972911,12999000.0
383,mp:2015-10-05_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-10-05T19:30:00.000Z,News_Social,MP:4.0.0,1586,4375.8501,0.000686,0.23172601,0.232412,0.069243997,0.030051,0.003428,0.0016,0.008227,0.008456,0.031764999,0.00537,0.008798,0.049476001,0.011655,0.001828,0.004228,0.033342,0.35453701,0.00617,0.021596,-0.000571,0.002057,0.007199,0.015311,0.006284,0.02251,0.001371,-0.000914,0.000686,0.013083,0.009712,0.002285,0.000686,0.001371,0.000343,0.002057,0.007998,0.000457,0.000375107,0.000457,0.000229,0.001475236,0.003999,0.003428,0.000229,0.000457,0.0008,0.023195,0.000914,0.0016,0.000457,0.000229,-0.212359,10/5/2015,19:30:00.000Z,5-Oct-15,240.382996,0.008875138,0.008914639,23335900.0
384,mp:2015-10-06_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-10-06T19:30:00.000Z,News_Social,MP:4.0.0,1198,2904.25,0.040458001,0.200912,0.24137001,0.064732999,0.042180002,0.003271,0.000689,0.008264,0.004132,0.037186999,0.003271,0.011879,0.038564,0.011018,0.003443,0.01911,0.020832,0.38676101,0.019799,0.028579,-0.003099,-0.001033,0.013945,0.017044,0.004132,0.030989001,-0.001377,0.005509,0.001033,0.019885,0.012568,0.001377,0.001377,0.001033,0.004132,0.000689,0.006886,-0.000344,0.000375107,0.001722,0.000454451,0.001475236,0.004132,0.001377,0.000344,0.000504439,0.000689,0.017733,0.001377,0.001033,0.000172,0.003099,-0.164363,10/6/2015,19:30:00.000Z,6-Oct-15,246.063004,0.023354148,0.023628993,27535100.0
385,mp:2015-10-07_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-10-07T19:30:00.000Z,News_Social,MP:4.0.0,1274,3679.2,0.049194999,0.20928501,0.25848001,0.067950003,0.043623999,0.005436,-0.000408,0.012367,0.00761,0.031392999,0.004349,0.02949,0.046342,0.014269,0.004213,0.022422999,0.026555,0.478147,0.021064,0.021472,-0.000544,0.001359,0.020385001,0.011416,0.004621,0.031800002,-0.000272,0.001087,-0.000272,0.019977,0.014405,0.005844,0.000679,0.002446,0.004213,0.000272,0.001359,0.001631,0.000375107,0.000408,0.000272,0.001475236,0.003126,0.00231,0.000209797,0.000504439,0.000544,0.003262,0.001087,0.001631,0.001087,0.001631,-0.14318299,10/7/2015,19:30:00.000Z,7-Oct-15,242.968994,-0.012653778,-0.012574056,22999200.0
386,mp:2015-10-08_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-10-08T19:30:00.000Z,News_Social,MP:4.0.0,1227,3221.95,0.077281997,0.214001,0.29128301,0.073403001,0.051677,0.005897,0.002793,0.010242,0.009001,0.032899,0.0045,0.019864,0.038176,0.014277,0.002793,0.013656,0.026133001,0.474309,0.011173,0.02933,0.000466,0.001862,0.012104,0.016294001,0.003414,0.028399,0.002173,-0.002949,0.000931,0.012182,0.011018,0.002483,0.002017,0.00031,0.0045,0.001241,0.002328,0.001862,0.000375107,0.000621,0.00031,0.00031,0.006207,0.000931,0.00031,0.00031,0.002017,0.005121,0.001397,0.001552,0.001241,0.000621,-0.079005003,10/8/2015,19:30:00.000Z,8-Oct-15,242.304001,-0.002740698,-0.002736946,18515300.0
387,mp:2015-10-09_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-10-09T19:30:00.000Z,News_Social,MP:4.0.0,1165,2575.3999,0.074745998,0.186767,0.26151299,0.050478,0.029122001,0.010096,0.001359,0.006018,0.007183,0.043683,0.001553,0.015726,0.033975001,0.007183,0.006213,0.032421999,0.024734,0.394851,0.012619,0.031645998,0.001941,0.001165,0.014949,0.015143,0.004659,0.030091999,0.000388,-0.003883,-0.002136,0.019026,0.018832,0.003883,0.004659,0.001941,0.000582,0.000388,0.003495,0.001941,0.000375107,0.001434371,0.000454451,0.001475236,0.006213,0.002718,0.000388,0.000388,0.000777,0.005824,0.000777,0.001165,0.000830972,0.000777,-0.200241,10/9/2015,19:30:00.000Z,9-Oct-15,243.931,0.006692258,0.006714701,17353100.0
388,mp:2015-10-10_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-10-10T19:30:00.000Z,News_Social,MP:4.0.0,985,1805.3,0.065640002,0.206891,0.272531,0.066748001,0.054008,0.008309,0.005262,0.012186,0.004985,0.023819,0.000831,0.025203999,0.039051998,0.00637,0.001662,0.005539,0.031463001,0.428128,0.008586,0.027419001,0.011078,0.003324,0.008032,0.018279999,0.000554,0.026311001,-0.00277,0.001939,-0.000554,0.011909,0.015787,0.005539,0.003324,0.00277,0.003324,0.001662,0.002216,0.002216,0.000375107,0.001434371,0.000454451,0.001108,0.001108,0.00277,0.000209797,0.000504439,0.001108,0.004431,0.002216,0.002216,0.000830972,0.000554,-0.118097,10/10/2015,19:30:00.000Z,10-Oct-15,244.940994,0.004131943,0.004140491,15912700.0
389,mp:2015-10-11_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-10-11T19:30:00.000Z,News_Social,MP:4.0.0,862,1043.6,0.014373,0.241951,0.25632399,0.044078,0.039765999,0.007666,0.01054,0.013894,0.011978,0.028747,0.006708,0.01054,0.036412001,0.007666,0.002875,0.00527,0.020698,0.47163701,0.014852,0.010061,0.001437,-0.002875,-0.001916,0.02156,0.002951137,0.019644,0.000479,0.001916,-0.00019983,0.008624,0.005749,0.001437,0.000958,0.004312,0.006708,0.000958,0.003833,0.000198018,0.000375107,0.001434371,0.000454451,0.001475236,0.006708,0.002396,0.000209797,0.000958,-0.000479,0.001437,0.005749,0.000407513,0.002875,0.000613939,-0.205155,10/11/2015,19:30:00.000Z,11-Oct-15,247.050003,0.008573417,0.008610274,16827300.0
390,mp:2015-10-12_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-10-12T19:30:00.000Z,News_Social,MP:4.0.0,1103,2622.8999,0.089024,0.182432,0.27145499,0.073391996,0.033741001,0.004003,0.00305,0.024591001,0.001906,0.020779001,0.005338,0.011438,0.035838,0.012772,0.002097,0.010675,0.030653,0.388273,0.016775001,0.045751002,0.000191,-0.000381,0.019444,0.016585,0.001716,0.036029,0.002288,-0.001716,-0.002669,0.012391,0.015441,0.004003,0.001525,0.001906,0.002288,0.002669,0.005909,0.001144,0.000375107,0.001434371,0.000454451,0.001475236,0.002288,-0.000191,0.001144,0.001144,0.001616718,0.011056,0.000381,0.000191,0.003622,0.001144,-0.14373399,10/12/2015,19:30:00.000Z,12-Oct-15,245.307999,-0.007076198,-0.00705122,17388300.0
391,mp:2015-10-13_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-10-13T19:30:00.000Z,News_Social,MP:4.0.0,1238,3693.05,0.020850001,0.229891,0.250741,0.068507001,0.038586002,0.004468,0.003791,-0.00176,0.014216,0.056999002,0.004197,0.010696,0.043325,0.011779,0.003656,0.010154,0.020931,0.45891601,0.024505001,0.020850001,0.000406,0.000948,0.012862,0.010425,0.002843,0.023287,-0.000948,0.002708,-0.000271,0.01293,0.011237,0.000406,0.005416,0.001625,0.006093,0.003385,0.0088,0.001083,0.000375107,0.002708,0.000677,-0.000135,0.004468,0.002166,0.000209797,-0.000135,0.001083,0.003385,0.008665,0.002166,0.003926,0.001083,-0.18459,10/13/2015,19:30:00.000Z,13-Oct-15,249.507996,0.016976403,0.017121321,28198500.0
392,mp:2015-10-14_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-10-14T19:30:00.000Z,News_Social,MP:4.0.0,1187,2305.0,0.130152,0.17093299,0.301085,0.045336001,0.035140999,0.009544,0.007809,0.028633,0.004121,0.035792001,0.002603,0.015184,0.045770001,0.010412,0.003471,0.034706999,0.024512,0.429111,0.02538,0.021909,-0.00282,0.000217,0.007809,0.014317,0.003688,0.022126,0.004989,0.004555,-0.00019983,0.010846,0.012148,0.001518,0.004772,0.003471,0.004121,0.001580883,0.008894,-0.001302,0.000434,0.000434,0.000454451,0.001475236,0.006725,0.000217,0.000434,-0.000217,0.001735,0.004338,0.001735,0.002603,0.001085,0.006074,-0.173536,10/14/2015,19:30:00.000Z,14-Oct-15,251.988998,0.009894465,0.009943578,27462600.0
393,mp:2015-10-15_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-10-15T19:30:00.000Z,News_Social,MP:4.0.0,1098,2590.8,0.041878998,0.196464,0.238343,0.036088999,0.030493001,0.00386,0.002316,0.014088,0.002316,0.030300001,0.003281,0.037633002,0.047669001,0.006562,0.002895,0.002895,0.024857,0.45287201,0.007913,0.036474999,0.005983,0.000642363,0.010807,0.025088999,0.002509,0.035896,0.001544,-0.000965,0.000386,0.017948,0.010807,0.002316,0.000386,0.001158,0.003667,0.001580883,0.003088,-0.000386,0.000375107,0.001434371,0.000454451,0.001475236,0.003281,0.001158,0.000209797,0.000504439,0.000386,0.004632,0.000386,0.001544,-0.000193,0.001544,-0.25799,10/15/2015,19:30:00.000Z,15-Oct-15,254.320007,0.009207916,0.00925044,25223500.0
394,mp:2015-10-16_19.30.00.News_Social.CRYPTO.BITCOIN,BITCOIN,2015-10-16T19:30:00.000Z,News_Social,MP:4.0.0,1103,2389.5,-0.00565,0.23666,0.231011,0.060263999,0.049800999,0.003557,0.004185,-0.003139,0.011509,0.043104999,0.001674,0.020925,0.042895999,0.009625,0.003976,0.006487,0.029503999,0.399037,0.009835,0.031597,0.001465,0.002929,0.025947001,0.016112,0.000209,0.042059001,0.001255,0.000628,0.000418,0.008161,0.009625,0.002511,0.002929,0.001255,0.000209,0.001255,0.003976,0.000837,0.000375107,0.001434371,0.000454451,0.001475236,0.004185,0.006905,0.000209797,0.000504439,0.001674,0.004603,0.003253736,0.000418,0.000209,0.000837,-0.201507,10/16/2015,19:30:00.000Z,16-Oct-15,262.868988,0.033062421,0.033615056,35901500.0
